month,n,closed,rate
2009-04,518,56,0.10810810810810811
2009-05,580,37,0.06379310344827586
2009-06,609,63,0.10344827586206896
2009-07,532,33,0.06203007518796992
2009-08,438,41,0.09360730593607305
2009-09,344,15,0.0436046511627907
